Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,timestamp,source_ip
54610,6,2/16/2018 1:45,5480365,4,5,935,367,935,0,233.75,467.5,367,0,73.4,164.1273895,237.575417,1.642226385,685045.625,1901910.942,5391873,4,5462780,1820926.667,3092565.204,5391878,21686,88492,22123,23963.31659,57527,5852,0,0,0,0,136,168,0.729878393,0.9123479910000001,0,935,130.2,305.3947536,93265.95556,0,0,0,0,1,0,0,0,1,144.6666667,233.75,73.4,0,0,0,0,0,0,4,935,5,367,237,225,1,32,0,0,0,0,5391873,0,5391873,5391873,Benign,53:48.2,87.236.232.200
51920,6,2/16/2018 1:47,4654144,5,5,935,1098,935,0,187,418.1447118,366,0,219.6,200.466456,436.815019,2.148622819,517127.1111,1355451.122,4124617,6,4654144,1163536,1987386.149,4124623,41,501051,125262.75,97859.34921,204108,279,0,0,0,0,168,168,1.074311409,1.074311409,0,935,184.8181818,300.0596001,90035.76364,0,0,0,0,1,0,0,0,1,203.3,187,219.6,0,0,0,0,0,0,5,935,5,1098,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
58982,6,2/16/2018 1:45,5214306,5,3,935,330,935,0,187,418.1447118,330,0,110,190.5255888,242.6017959,1.534240607,744900.8571,1951152.962,5169563,8,5214306,1303576.5,2577402.571,5169572,36,42164,21082,29178.05422,41714,450,0,0,0,0,168,104,0.958900379,0.575340227,0,935,140.5555556,317.2779188,100665.2778,0,0,0,0,1,0,0,0,0,158.125,187,110,0,0,0,0,0,0,5,935,3,330,219,211,1,32,0,0,0,0,5169563,0,5169563,5169563,Benign,53:48.2,87.236.232.200
57572,6,2/16/2018 1:47,4245419,5,3,935,316,935,0,187,418.1447118,316,0,105.3333333,182.4426851,294.6705614,1.884384086,606488.4286,1536169.199,4089229,8,4245419,1061354.75,2019039.369,4089237,18,104565,52282.5,61394.54628,95695,8870,0,0,0,0,168,104,1.177740053,0.706644032,0,935,139,316.2657111,100024,0,0,0,0,1,0,0,0,0,156.375,187,105.3333333,0,0,0,0,0,0,5,935,3,316,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,1148,2,0,0,0,0,0,0,0,0,0,0,0,0,1742.160279,1148,0,1148,1148,1148,1148,0,1148,1148,0,0,0,0,0,0,0,0,0,64,0,1742.160279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,963,2,0,0,0,0,0,0,0,0,0,0,0,0,2076.843198,963,0,963,963,963,963,0,963,963,0,0,0,0,0,0,0,0,0,64,0,2076.843198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
42930,6,2/16/2018 1:46,4210957,5,3,935,353,935,0,187,418.1447118,353,0,117.6666667,203.804645,305.8687135,1.899805674,601565.2857,1550746.453,4118092,5,4210957,1052739.25,2043688.952,4118097,28,47285,23642.5,13384.82426,33107,14178,0,0,0,0,168,104,1.187378546,0.7124271280000001,0,935,143.1111111,319.0820602,101813.3611,0,0,0,0,1,0,0,0,0,161,187,117.6666667,0,0,0,0,0,0,5,935,3,353,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
42162,6,2/16/2018 1:48,4289028,5,4,935,366,935,0,187,418.1447118,366,0,91.5,183,303.3321303,2.098377534,536128.5,1478900.866,4196043,5,4289028,1072257,2082638.663,4196049,6349,86932,28977.33333,9722.533946,39040,19635,0,0,0,0,168,136,1.165765297,0.932612238,0,935,130.1,305.3087508,93213.43333,0,0,0,0,1,0,0,0,0,144.5555556,187,91.5,0,0,0,0,0,0,5,935,4,366,219,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
52930,6,2/16/2018 1:48,4110504,5,3,935,350,935,0,187,418.1447118,350,0,116.6666667,202.0725942,312.613733,1.946233357,587214.8571,1519556.885,4032988,8,4110504,1027626,2003708.465,4032996,26,55249,27624.5,32495.09213,50602,4647,0,0,0,0,168,104,1.216395848,0.729837509,0,935,142.7777778,318.8368618,101656.9444,0,0,0,0,1,0,0,0,0,160.625,187,116.6666667,0,0,0,0,0,0,5,935,3,350,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:32,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
33176,6,2/16/2018 1:48,4194306,5,3,935,334,935,0,187,418.1447118,334,0,111.3333333,192.8349899,302.5530326,1.907347723,599186.5714,1565227.849,4148672,7,4194306,1048576.5,2066789.561,4148679,33,9928,4964,797.6164492,5528,4400,0,0,0,0,168,104,1.1920923270000001,0.7152553960000001,0,935,141,317.579124,100856.5,0,0,0,0,1,0,0,0,0,158.625,187,111.3333333,0,0,0,0,0,0,5,935,3,334,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,4934,2,0,0,0,0,0,0,0,0,0,0,0,0,405.3506283,4934,0,4934,4934,4934,4934,0,4934,4934,0,0,0,0,0,0,0,0,0,64,0,405.3506283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,5413454,4,5,323,935,323,0,80.75,161.5,935,0,187,418.1447118,232.3839826,1.6625245180000001,676681.75,1888310.573,5349895,4,5376605,1792201.667,3081068.178,5349902,5777,5413447,1353361.75,2664405.36,5349902,27,0,0,0,0,136,168,0.7388997860000001,0.9236247320000001,0,935,125.8,301.9009403,91144.17778,0,0,0,0,1,1,0,0,1,139.7777778,80.75,187,0,0,0,0,0,0,4,323,5,935,225,237,1,32,7,0,7,7,5349895,0,5349895,5349895,DoS attacks-Hulk,53:48.2,87.236.232.200
43362,6,2/16/2018 1:45,4946834,5,3,935,376,935,0,187,418.1447118,376,0,125.3333333,217.0837012,265.0179893,1.6171959679999999,706690.5714,1841630.033,4882985,6,4946834,1236708.5,2430947.567,4882994,48,49854,24927,22552.46368,40874,8980,0,0,0,0,168,104,1.01074748,0.6064484880000001,0,935,145.6666667,321.0591846,103079,0,0,0,0,1,0,0,0,0,163.875,187,125.3333333,0,0,0,0,0,0,5,935,3,376,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
46134,6,2/16/2018 1:46,4520337,5,3,935,341,935,0,187,418.1447118,341,0,113.6666667,196.8764418,282.2798389,1.769779554,645762.4286,1665896.668,4423467,5,4520337,1130084.25,2195779.343,4423472,24,69736,34868,10391.64126,42216,27520,0,0,0,0,168,104,1.106112221,0.663667333,0,935,141.7777778,318.1189942,101199.6944,0,0,0,0,1,0,0,0,0,159.5,187,113.6666667,0,0,0,0,0,0,5,935,3,341,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
34864,6,2/16/2018 1:46,4178723,5,3,935,325,935,0,187,418.1447118,325,0,108.3333333,187.6388375,301.5275241,1.9144604699999999,596960.4286,1522886.591,4048820,6,4178723,1044680.75,2003692.813,4048826,25,129591,64795.5,91067.57524,129190,401,0,0,0,0,168,104,1.196537794,0.717922676,0,935,140,316.9088986,100431.25,0,0,0,0,1,0,0,0,0,157.5,187,108.3333333,0,0,0,0,0,0,5,935,3,325,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
34710,6,2/16/2018 1:46,3455172,5,3,935,361,935,0,187,418.1447118,361,0,120.3333333,208.4234472,375.0898653,2.315369539,493596,1276997.896,3389394,8,3455172,863793,1683951.267,3389403,56,59477,29738.5,1427.648591,30748,28729,0,0,0,0,168,104,1.447105962,0.868263577,0,935,144,319.7502932,102240.25,0,0,0,0,1,0,0,0,0,162,187,120.3333333,0,0,0,0,0,0,5,935,3,361,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,10642,2,0,0,0,0,0,0,0,0,0,0,0,0,187.9345988,10642,0,10642,10642,10642,10642,0,10642,10642,0,0,0,0,0,0,0,0,0,64,0,187.9345988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:47,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,2252,2,0,0,0,0,0,0,0,0,0,0,0,0,888.0994671,2252,0,2252,2252,2252,2252,0,2252,2252,0,0,0,0,0,0,0,0,0,64,0,888.0994671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,3340,2,0,0,0,0,0,0,0,0,0,0,0,0,598.8023952,3340,0,3340,3340,3340,3340,0,3340,3340,0,0,0,0,0,0,0,0,0,64,0,598.8023952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
48044,6,2/16/2018 1:47,4588330,5,3,935,362,935,0,187,418.1447118,362,0,120.6666667,209.0007974,282.6736525,1.7435537550000002,655475.7143,1688823.377,4484536,7,4588330,1147082.5,2225504.741,4484543,22,103347,51673.5,62303.8856,95729,7618,0,0,0,0,168,104,1.089721097,0.653832658,0,935,144.1111111,319.8352875,102294.6111,0,0,0,0,1,0,0,0,0,162.125,187,120.6666667,0,0,0,0,0,0,5,935,3,362,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,2456,2,0,0,0,0,0,0,0,0,0,0,0,0,814.3322476,2456,0,2456,2456,2456,2456,0,2456,2456,0,0,0,0,0,0,0,0,0,64,0,814.3322476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,2970,2,0,0,0,0,0,0,0,0,0,0,0,0,673.4006734,2970,0,2970,2970,2970,2970,0,2970,2970,0,0,0,0,0,0,0,0,0,64,0,673.4006734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,70784,3,0,0,0,0,0,0,0,0,0,0,0,0,42.38245931,35392,13633.01874,45032,25752,70784,35392,13633.01874,45032,25752,0,0,0,0,0,0,0,0,0,96,0,42.38245931,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,83323,3,0,0,0,0,0,0,0,0,0,0,0,0,36.00446455,41661.5,2713.168719,43580,39743,83323,41661.5,2713.168719,43580,39743,0,0,0,0,0,0,0,0,0,96,0,36.00446455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
40330,6,2/16/2018 1:46,3881522,5,4,935,411,935,0,187,418.1447118,411,0,102.75,205.5,346.7711892,2.3186780860000002,485190.25,1355880.931,3840768,6,3881522,970380.5,1918100.281,3847499,25,3852626,1284208.667,2214052.535,3840768,280,0,0,0,0,168,136,1.288154492,1.030523594,0,935,134.6,309.4752548,95774.93333,0,0,0,0,1,0,0,0,0,149.5555556,187,102.75,0,0,0,0,0,0,5,935,4,411,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,2928,2,0,0,0,0,0,0,0,0,0,0,0,0,683.0601093,2928,0,2928,2928,2928,2928,0,2928,2928,0,0,0,0,0,0,0,0,0,64,0,683.0601093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,7577,2,0,0,0,0,0,0,0,0,0,0,0,0,263.9567111,7577,0,7577,7577,7577,7577,0,7577,7577,0,0,0,0,0,0,0,0,0,64,0,263.9567111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:34,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,3745,2,0,0,0,0,0,0,0,0,0,0,0,0,534.0453939,3745,0,3745,3745,3745,3745,0,3745,3745,0,0,0,0,0,0,0,0,0,64,0,534.0453939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
44454,6,2/16/2018 1:47,4188150,5,3,935,290,935,0,187,418.1447118,290,0,96.66666667,167.4315781,292.4919117,1.9101512600000001,598307.1429,1551400.482,4116315,6,4188150,1047037.5,2046296.986,4116323,24,20882,10441,766.5037508,10983,9899,0,0,0,0,168,104,1.193844538,0.7163067230000001,0,935,136.1111111,314.5609815,98948.61111,0,0,0,0,1,0,0,0,0,153.125,187,96.66666667,0,0,0,0,0,0,5,935,3,290,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
52190,6,2/16/2018 1:48,3237992,5,3,935,354,935,0,187,418.1447118,354,0,118,204.3819953,398.0862213,2.470667006,462570.2857,1196668.475,3175875,6,3237992,809498,1577849.272,3175883,24,61152,30576,42881.78364,60898,254,0,0,0,0,168,104,1.544166879,0.9265001270000001,0,935,143.2222222,319.1644473,101865.9444,0,0,0,0,1,0,0,0,0,161.125,187,118,0,0,0,0,0,0,5,935,3,354,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
57514,6,2/16/2018 1:46,4609442,5,4,935,722,935,0,187,418.1447118,361,0,180.5,208.4234472,359.4795205,1.952513992,576180.25,1508586.563,4304678,7,4609442,1152360.5,2105539.836,4304686,29,284429,94809.66667,120565.8144,233391,14007,0,0,0,0,168,136,1.084729996,0.867783996,0,935,165.7,309.1749056,95589.12222,0,0,0,0,1,0,0,0,0,184.1111111,187,180.5,0,0,0,0,0,0,5,935,4,722,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
56028,6,2/16/2018 1:47,4321111,4,5,935,339,935,0,233.75,467.5,339,0,67.8,151.6054089,294.8315838,2.082797688,540138.875,1470341.229,4177440,4,4320410,1440136.667,2371230.339,4177445,15889,143671,35917.75,61012.421,126750,327,0,0,0,0,136,168,0.9256878610000001,1.157109827,0,935,127.4,303.102183,91870.93333,0,0,0,0,1,0,0,0,1,141.5555556,233.75,67.8,0,0,0,0,0,0,4,935,5,339,219,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,37548,2,0,0,0,0,0,0,0,0,0,0,0,0,53.26515394,37548,0,37548,37548,37548,37548,0,37548,37548,0,0,0,0,0,0,0,0,0,64,0,53.26515394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
47552,6,2/16/2018 1:45,5247670,5,3,935,327,935,0,187,418.1447118,327,0,109,188.793538,240.4876831,1.524486105,749667.1429,1956429.843,5186262,7,5247670,1311917.5,2582977.299,5186269,25,14019,7009.5,7612.004499,12392,1627,0,0,0,0,168,104,0.9528038160000001,0.5716822890000001,0,935,140.2222222,317.0555069,100524.1944,0,0,0,0,1,0,0,0,0,157.75,187,109,0,0,0,0,0,0,5,935,3,327,219,211,1,32,0,0,0,0,5186262,0,5186262,5186262,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,3136,2,0,0,0,0,0,0,0,0,0,0,0,0,637.755102,3136,0,3136,3136,3136,3136,0,3136,3136,0,0,0,0,0,0,0,0,0,64,0,637.755102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,51091,2,0,0,0,0,0,0,0,0,0,0,0,0,39.14583782,51091,0,51091,51091,51091,51091,0,51091,51091,0,0,0,0,0,0,0,0,0,64,0,39.14583782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,1327,2,0,0,0,0,0,0,0,0,0,0,0,0,1507.159005,1327,0,1327,1327,1327,1327,0,1327,1327,0,0,0,0,0,0,0,0,0,64,0,1507.159005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,1645,2,0,0,0,0,0,0,0,0,0,0,0,0,1215.805471,1645,0,1645,1645,1645,1645,0,1645,1645,0,0,0,0,0,0,0,0,0,64,0,1215.805471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
46808,6,2/16/2018 1:46,4384401,5,3,935,304,935,0,187,418.1447118,304,0,101.3333333,175.5144818,282.5927647,1.824650619,626343,1606532.172,4268826,8,4384401,1096100.25,2115513.596,4268834,52,91820,45910,64500.86637,91519,301,0,0,0,0,168,104,1.140406637,0.684243982,0,935,137.6666667,315.4504715,99509,0,0,0,0,1,0,0,0,0,154.875,187,101.3333333,0,0,0,0,0,0,5,935,3,304,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,54893,3,0,0,0,0,0,0,0,0,0,0,0,0,54.65177709,27446.5,23997.08283,44415,10478,54893,27446.5,23997.08283,44415,10478,0,0,0,0,0,0,0,0,0,96,0,54.65177709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
35232,6,2/16/2018 1:48,4215916,5,3,935,376,935,0,187,418.1447118,376,0,125.3333333,217.0837012,310.96445,1.897571014,602273.7143,1571926.779,4166936,3,4215916,1053979,2075423.369,4166943,57,47079,23539.5,19775.65535,37523,9556,0,0,0,0,168,104,1.185981884,0.71158913,0,935,145.6666667,321.0591846,103079,0,0,0,0,1,0,0,0,0,163.875,187,125.3333333,0,0,0,0,0,0,5,935,3,376,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,3256,2,0,0,0,0,0,0,0,0,0,0,0,0,614.2506143,3256,0,3256,3256,3256,3256,0,3256,3256,0,0,0,0,0,0,0,0,0,64,0,614.2506143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,20714,2,0,0,0,0,0,0,0,0,0,0,0,0,96.5530559,20714,0,20714,20714,20714,20714,0,20714,20714,0,0,0,0,0,0,0,0,0,64,0,96.5530559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:27,19,1,1,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,52631.57895,52631.57895,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
57542,6,2/16/2018 1:47,4168944,5,3,935,364,935,0,187,418.1447118,364,0,121.3333333,210.155498,311.5896975,1.918951178,595563.4286,1543231.567,4095140,7,4168944,1042236,2035350.353,4095148,21,39903,19951.5,11733.02282,28248,11655,0,0,0,0,168,104,1.199344486,0.719606692,0,935,144.3333333,320.0062499,102404,0,0,0,0,1,0,0,0,0,162.375,187,121.3333333,0,0,0,0,0,0,5,935,3,364,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,61588,2,0,0,0,0,0,0,0,0,0,0,0,0,32.47385854,61588,0,61588,61588,61588,61588,0,61588,61588,0,0,0,0,0,0,0,0,0,64,0,32.47385854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
32976,6,2/16/2018 1:46,4155100,4,5,935,367,935,0,233.75,467.5,367,0,73.4,164.1273895,313.3498592,2.166012852,519387.5,1431921.95,4063058,6,4117232,1372410.667,2330208.414,4063066,14768,92042,23010.5,17750.35099,39144,256,0,0,0,0,136,168,0.962672379,1.203340473,0,935,130.2,305.3947536,93265.95556,0,0,0,0,1,0,0,0,1,144.6666667,233.75,73.4,0,0,0,0,0,0,4,935,5,367,237,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,57455,3,0,0,0,0,0,0,0,0,0,0,0,0,52.21477678,28727.5,18757.42158,41991,15464,57455,28727.5,18757.42158,41991,15464,0,0,0,0,0,0,0,0,0,96,0,52.21477678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
50282,6,2/16/2018 1:46,4673512,5,4,935,608,935,0,187,418.1447118,304,0,152,175.5144818,330.1585617,1.9257466330000002,584189,1518821.848,4338821,6,4673512,1168378,2117843.263,4338827,25,299219,99739.66667,103646.8989,207163,335,0,0,0,0,168,136,1.069859241,0.855887393,0,935,154.3,302.0250358,91219.12222,0,0,0,0,1,0,0,0,0,171.4444444,187,152,0,0,0,0,0,0,5,935,4,608,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,643,2,0,0,0,0,0,0,0,0,0,0,0,0,3110.419907,643,0,643,643,643,643,0,643,643,0,0,0,0,0,0,0,0,0,64,0,3110.419907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,22609,2,0,0,0,0,0,0,0,0,0,0,0,0,88.46034765,22609,0,22609,22609,22609,22609,0,22609,22609,0,0,0,0,0,0,0,0,0,64,0,88.46034765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,3990,2,0,0,0,0,0,0,0,0,0,0,0,0,501.2531328,3990,0,3990,3990,3990,3990,0,3990,3990,0,0,0,0,0,0,0,0,0,64,0,501.2531328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
